name,url,location,contact,email,phone,address,dataexchange_id
Salem Ferry,http://www.salemferry.com/,"United States, Massachusetts, ",,,,,salem-ferry
Scott County,http://www.co.scott.mn.us/,", , ",,,,,scott-county
Shakopee,http://www.ci.shakopee.mn.us/transit.cfm,", , ",,,,,shakopee
SouthWest Transit,http://www.swtransit.org/,", , ",,,,,southwest-transit
Steamship Authority,http://www.steamshipauthority.com/ssa/,"United States, Massachusetts, ",,,,,steamship-authority
TTC,http://myttc.ca/,"Canada, Ontario, Toronto",,,,,ttc
Tahoe Area Regional Transit,http://www.laketahoetransit.com/,"United States, California, Tahoe Basin Area",,,,,tahoe-area-regional-transit
The JO,http://www.TheJo.com/,"United States, Kansas, Johnson County",,,,,the-jo
Tillamook County Transportation District,http://www.tillamookbus.com/,"United States, Oregon, Tillamook County",,,,,tillamook-county-transportation-district
TransGeraldton,http://www.pta.wa.gov.au/OurServices/RegionalTownBusServices/tabid/62/Default.aspx,"Australia, WA, Perth",,,,,transgeraldton
Transperth,http://www.transperth.wa.gov.au/,"Australia, WA, Perth",,,,,transperth
University of Minnesota,http://www.umn.edu/,", , ",,,,,university-of-minnesota
Valley Transit,http://www.valleytransit.com/,"United States, Washington, Walla Walla",,,,,valley-transit
Vineyard Fast Ferry,http://www.vineyardfastferry.com/,"United States, Massachusetts, ",,,,,vineyard-fast-ferry
Vineyard Transit Authority,http://www.vineyardtransit.com/,"United States, Massachusetts, ",,,,,vineyard-transit-authority
York Region Transit,http://www.yrt.ca/,"Canada, Ontario, ",,,,,york-region-transit
suburban,http://www.sub.com/,"United States, New Jersey, ",,,,,suburban
